,day,timestep,IND,AAA,BBB,CCC,DDD,ETF
334,10,334,106,213.08,304.93,264.98,152.28,233.81
335,10,335,106.06,213.48,304.53,264.03,152.12,233.52
336,10,336,106.21,213.61,305.14,263.83,151.97,233.62
337,10,337,106.15,213.48,305.05,264.58,151.68,233.67
338,10,338,106.04,212.75,304.39,264.19,151.84,233.26
339,10,339,106.14,212.97,304,264.04,151.66,233.14
340,10,340,106.1,212.51,304.51,264.17,151.42,233.12
341,10,341,106.25,212.79,305.18,264.2,152.1,233.55
342,10,342,106.34,212.69,305.37,265.08,151.79,233.71
343,10,343,106.46,212.87,304.72,265.61,152.28,233.85
344,10,344,106.39,212.39,305.45,264.84,152.92,233.86
345,10,345,106.53,212.66,305.05,265.23,152.51,233.82
346,10,346,106.52,212.32,305.28,264.3,151.76,233.37
347,10,347,106.53,212.15,306.06,264.58,151.25,233.48
348,10,348,106.54,211.8,306.85,263.74,151.71,233.5
349,10,349,106.45,211.52,307.07,264,151.86,233.58
350,10,350,106.4,211.98,306.87,264.35,151.39,233.6
351,10,351,106.49,212.67,307.22,264.82,151.38,233.97
352,10,352,106.47,212.93,307.55,263.83,151.54,233.9
353,10,353,106.45,212.53,307.83,265.13,151.89,234.28
354,10,354,106.54,212.42,308.18,265.73,151.48,234.38
355,10,355,106.57,212.14,308.19,265.66,151.36,234.27
356,10,356,106.47,211.82,308.94,266.01,151.3,234.45
357,10,357,106.44,211.27,308.69,264.64,150.99,233.83
358,10,358,106.45,211.58,308.45,265.61,150.84,234.05
359,10,359,106.53,211.68,309.96,265.19,151.33,234.48
360,10,360,106.58,211.77,309.39,264.97,151.95,234.46
361,10,361,106.59,212.03,309.44,264.69,152.18,234.53
362,10,362,106.6,212.16,309.96,264.12,152.01,234.5
363,10,363,106.51,212.16,310.94,264.35,152.2,234.85
364,10,364,106.55,211.91,310.87,265.62,151.93,235.02
365,10,365,106.46,211.44,312.07,265.3,152.22,235.2
366,10,366,106.47,211.77,311.29,265.41,151.65,234.98
367,10,367,106.55,212.1,310.8,266.71,152.13,235.38
368,10,368,106.36,211.76,309.85,266.81,152.32,235.15
369,10,369,106.35,211.92,308.76,267.48,152.08,235.02
370,10,370,106.45,211.82,309.12,268.69,152.51,235.52
371,10,371,106.65,212.32,308.46,268.52,152.65,235.48
372,10,372,106.58,212.13,309.12,268.11,152.97,235.57
373,10,373,106.63,212.06,308.8,268.14,153.65,235.65
374,10,374,106.6,211.55,307.74,268.99,153.95,235.56
375,10,375,106.48,211.34,308.12,268.73,153.78,235.51
376,10,376,106.56,211.79,308.38,269.31,153.81,235.84
377,10,377,106.48,211.58,307.98,270.04,153.81,235.86
378,10,378,106.47,210.99,308.8,269.86,153.58,235.82
379,10,379,106.6,211.17,308.93,268.86,153.88,235.72
380,10,380,106.66,211.13,308.04,268.95,154.15,235.58
381,10,381,106.76,211.6,308.34,268.44,153.7,235.53
382,10,382,106.68,211.5,308.09,269.4,153.69,235.67
383,10,383,106.61,211.36,308.52,269.51,153.79,235.78
384,10,384,106.59,211.42,308.16,268.63,153.99,235.54
385,10,385,106.73,212,308.1,268.98,154.08,235.78
386,10,386,106.67,211.53,306.57,270.08,154.04,235.56
387,10,387,106.64,211.3,305.93,269.86,153.87,235.24
388,10,388,106.83,211.77,306.36,270.02,153.93,235.5
389,10,389,106.8,211.98,306.45,270.85,154.13,235.83
390,10,390,106.88,212.58,306.04,270.63,153.83,235.77
0,11,0,106.1,207.52,297.86,265.5,152.96,230.96
1,11,1,106,207.18,297.54,264.59,152.97,230.58
2,11,2,106.09,207.41,296.04,264.21,152.83,230.14
3,11,3,106.16,207.51,295.38,264.97,153.02,230.24
4,11,4,106.17,207.67,296.12,265.67,152.57,230.53
5,11,5,106.24,207.8,296.62,265.7,152.56,230.68
6,11,6,106.16,207.66,297.14,266.25,152.43,230.88
7,11,7,106.19,207.21,295.66,265.95,152.06,230.23
8,11,8,106.18,207.05,295.32,266.07,151.85,230.08
9,11,9,106.33,207.37,295.8,265.97,151.28,230.12
10,11,10,106.44,207.09,295.07,266.6,151.41,230.04
11,11,11,106.29,206.59,295.17,266,151.06,229.71
12,11,12,106.4,207.13,295.42,266.27,151.2,230
13,11,13,106.21,206.45,295.09,266.24,151.11,229.71
14,11,14,106.22,206.44,295.4,265.9,150.91,229.64
15,11,15,106.23,206.9,295.13,265.64,150.58,229.54
16,11,16,106.28,206.9,295.17,265.69,150.84,229.63
17,11,17,106.2,206.67,295.6,265.72,150.67,229.63
18,11,18,106.4,207.19,295.15,266.44,150.81,229.87
19,11,19,106.3,207.13,295.17,265.98,150.6,229.7
20,11,20,106.32,207.44,295.78,266.21,150.6,229.99
21,11,21,106.43,207.8,295.55,267.01,150.22,230.14
22,11,22,106.35,207.89,296.28,266.57,150.4,230.26
23,11,23,106.22,207.21,295.97,266.92,150.46,230.11
24,11,24,106.39,207.6,294.89,266.57,150.63,229.88
25,11,25,106.48,207.76,295.57,267.11,151.13,230.36
26,11,26,106.47,207.72,294.6,267.45,151.24,230.22
27,11,27,106.43,207.48,294.1,267.93,150.89,230.07
28,11,28,106.52,207.86,294.35,267.29,150.97,230.08
29,11,29,106.5,207.76,293.73,267.21,151.03,229.89
30,11,30,106.39,207.58,293.72,266.71,151.26,229.78
31,11,31,106.41,207.81,292.83,267.18,151.4,229.77
32,11,32,106.48,207.46,292.61,266.97,151.47,229.6
33,11,33,106.53,207.55,291.48,267.47,151.26,229.41
34,11,34,106.55,207.75,290.47,266.84,150.84,228.92
35,11,35,106.53,208.02,289.53,267.58,150.62,228.9
36,11,36,106.4,207.85,289.62,267.8,150.72,228.97
37,11,37,106.49,207.79,289.16,268.22,151.01,229.01
38,11,38,106.4,207.61,288.86,268.52,150.61,228.86
39,11,39,106.44,208.05,289.01,268.04,150.66,228.91
40,11,40,106.26,207.51,288.73,267.72,150.62,228.62
41,11,41,106.36,207.35,288.49,268.47,150.57,228.69
42,11,42,106.41,207.09,288.42,268.75,150.93,228.76
43,11,43,106.42,207.08,288.29,268.79,150.49,228.62
44,11,44,106.44,206.85,287.38,268.42,150.61,228.28
45,11,45,106.28,206.66,287.81,267.3,150.51,228.03
46,11,46,106.17,206.99,288.03,266.29,150.72,227.97
47,11,47,106.1,206.68,288.61,266.09,149.81,227.76
48,11,48,106.08,207.23,289.72,266.35,150.53,228.43
49,11,49,106.12,207.63,290.43,265.81,150.65,228.6
50,11,50,106.09,207.22,290.65,265.65,150.49,228.48
51,11,51,105.99,207.27,291.23,264.97,150.61,228.49
52,11,52,106.01,207.42,290.35,264.04,150.73,228.09
53,11,53,106.05,207.42,291.24,264.32,149.92,228.19
54,11,54,106.12,207.09,291.23,263.7,150.26,228.03
55,11,55,106.17,207.49,290.24,263.03,150.04,227.65
56,11,56,106.2,207.33,290.13,263.62,150.11,227.76
57,11,57,106.2,207.9,291.16,263.13,150.18,228.05
58,11,58,106.3,208.12,291.9,263.51,150.21,228.38
59,11,59,106.13,208.12,290.83,263.71,150.19,228.16
60,11,60,106.04,207.75,291.22,262.98,149.97,227.94
61,11,61,105.84,207.27,291.61,264.23,149.82,228.2
62,11,62,105.82,207.32,291.48,264.57,150.04,228.32
63,11,63,105.88,207.13,291.69,263.67,150.07,228.11
64,11,64,105.97,207.55,292.55,263.3,150.47,228.43
65,11,65,105.82,207.17,293.46,263.36,150.43,228.58
66,11,66,105.91,207.03,294.2,262.42,150.78,228.59
67,11,67,105.98,206.91,294.28,263.91,150.92,228.98
68,11,68,105.98,207.46,294.86,263.52,151.03,229.2
69,11,69,106.03,207.39,295.5,262.87,151.15,229.22
70,11,70,106.09,207.55,294.77,262.78,151.35,229.1
71,11,71,106.04,207.28,295.21,263.32,151.76,229.37
72,11,72,106.13,207.48,295.67,262.28,151.77,229.28
73,11,73,106.06,207.85,296.2,262.38,151.89,229.57
74,11,74,106,207.39,295.8,262.76,151.75,229.41
75,11,75,106.1,207.51,296.48,262.63,151.26,229.46
76,11,76,105.99,207.66,297.05,262.48,151.44,229.64
77,11,77,105.94,207.51,297.93,263.37,151.64,230.09
78,11,78,105.97,207.64,297.48,263.97,151.12,230.04
79,11,79,106.1,207.98,298.53,263.59,151.46,230.39
80,11,80,106.05,208.03,298.26,263.73,151.98,230.49
81,11,81,106.17,208.62,299.48,263.04,152.33,230.86
82,11,82,106.08,208.11,299.81,262.86,151.75,230.6
83,11,83,106.02,207.68,300.11,262.21,151.87,230.44
84,11,84,106.04,207.69,299.78,262.36,151.93,230.4
85,11,85,106.25,208.35,298.61,261.25,152.14,230.05
86,11,86,106.23,208.17,296.6,262.18,151.87,229.66
87,11,87,106.23,208.37,296.41,262.45,152.28,229.83
88,11,88,106.01,207.85,295.81,262.64,151.96,229.51
89,11,89,106.02,207.91,296.07,263.57,151.93,229.83
90,11,90,105.91,207.57,296.08,264.03,151.88,229.86
91,11,91,105.94,207.71,296.4,263.19,152.03,229.8
92,11,92,105.95,208.14,297.58,263.05,151.45,230.03
93,11,93,105.85,207.93,297.66,263.69,151.27,230.11
94,11,94,105.72,207.78,296.54,264.42,151.45,230.02
95,11,95,105.82,208.28,297.03,264.03,151.67,230.22
96,11,96,105.8,208.43,296.95,264.7,151.47,230.36
97,11,97,105.86,208.66,296.76,265.09,151.62,230.5
98,11,98,105.95,208.61,297.36,264.68,151.19,230.44
99,11,99,105.97,208.4,298.66,264.89,151.61,230.86
100,11,100,105.96,208.38,298.88,263.86,151.46,230.62
101,11,101,106.07,208.78,297.79,263.42,151.29,230.28
102,11,102,105.98,208.83,297.7,263.61,151.54,230.38
103,11,103,106,208.77,298.59,264.17,151.58,230.75
104,11,104,106.21,209.27,297.57,265.19,151.46,230.85
105,11,105,106.38,209.85,297.72,266.02,151.12,231.17
106,11,106,106.42,209.82,299.27,266.65,151.06,231.69
107,11,107,106.38,209.57,299.72,267,151.78,232.02
108,11,108,106.67,210.47,298.22,267.5,152.6,232.19
109,11,109,106.56,209.92,298.18,267.67,152.54,232.08
110,11,110,106.5,210.04,299.02,267.32,152.31,232.18
111,11,111,106.41,209.96,300.75,266.07,152.35,232.28
112,11,112,106.37,210.21,300.07,265.81,152.26,232.08
113,11,113,106.34,210.17,301.75,265.09,152.15,232.28
114,11,114,106.3,209.63,302.09,265.89,152.33,232.47
115,11,115,106.35,210.27,302.88,265.21,151.89,232.55
116,11,116,106.27,209.94,302.75,264.17,151.99,232.19
117,11,117,106.3,210.42,303.78,264.4,152.15,232.68
118,11,118,106.37,210.52,304.57,265.11,152.37,233.13
119,11,119,106.49,211.39,304.48,264.43,152.3,233.16
120,11,120,106.32,211.2,305.2,264.3,152.85,233.39
121,11,121,106.47,211.1,305.82,264.09,153.09,233.52
122,11,122,106.44,210.81,304.3,262.99,152.72,232.71
123,11,123,106.52,210.93,304.67,263.25,152.55,232.85
124,11,124,106.53,211.32,304.1,263.2,153.48,233.03
125,11,125,106.58,211.51,304.77,264.61,153.09,233.5
126,11,126,106.65,211.84,304.43,264.63,152.88,233.44
127,11,127,106.81,211.83,304.76,266.02,153.09,233.91
128,11,128,106.79,212.07,305.96,265.51,152.95,234.11
129,11,129,106.82,212.25,305.34,265.15,153.26,233.99
130,11,130,106.89,212.19,304.52,264.75,153.46,233.71
131,11,131,106.8,212.33,305.56,263.95,153.64,233.86
132,11,132,106.79,212.6,305.69,262.73,153.75,233.67
133,11,133,106.87,212.57,305.56,263.61,154.24,233.99
134,11,134,106.72,211.99,305.67,263.18,154.23,233.76
135,11,135,106.68,211.82,304.86,264,154.22,233.72
136,11,136,106.86,211.87,305.17,263.74,153.5,233.57
137,11,137,106.77,211.79,305.56,263.67,153.83,233.72
138,11,138,106.76,212.22,306.33,263.43,153.84,233.98
139,11,139,106.72,212.12,306,264.42,153.82,234.11
140,11,140,106.77,212.33,305.45,264.05,153.56,233.88
141,11,141,106.81,212.34,305.01,264.31,153.4,233.79
142,11,142,106.99,212.69,304.55,263.84,153.84,233.75
143,11,143,107.12,213.19,303.83,263.75,153.75,233.65
144,11,144,107.09,213.27,304.35,264.12,154.32,234.03
145,11,145,107.12,213.56,304.2,264.19,154.57,234.15
146,11,146,107.07,213.73,304.24,265.04,154.27,234.34
147,11,147,107.01,213.81,304.02,264.75,154.2,234.22
148,11,148,107,213.87,304.4,264.77,154.27,234.34
149,11,149,106.96,213.83,304.39,263.23,154.73,234.05
150,11,150,106.86,213.82,305.11,263.33,154.64,234.22
151,11,151,106.93,214.26,304.97,263.66,154.74,234.39
152,11,152,106.96,214.28,304.6,264.3,155.28,234.61
153,11,153,106.83,214.03,305.05,263.47,155.32,234.45
154,11,154,106.88,214.32,305.34,264.48,154.88,234.73
155,11,155,106.85,214.06,304.52,264.94,154.86,234.59
156,11,156,106.71,213.25,304.66,265.18,154.76,234.45
157,11,157,106.7,213.39,304,265.13,154.61,234.27
158,11,158,106.8,213.34,304.53,265.25,154.99,234.52
159,11,159,106.84,213.29,304.31,264.48,155.24,234.32
160,11,160,106.65,213.42,304.43,264.76,154.91,234.37
161,11,161,106.46,213.17,304.98,264.44,154.86,234.35
162,11,162,106.48,213.66,305.48,263.47,155.02,234.4
163,11,163,106.49,213.24,305.64,264.21,155.31,234.58
164,11,164,106.55,213.4,305.99,264.97,155.13,234.85
165,11,165,106.49,213.52,305.73,265.71,154.66,234.88
166,11,166,106.47,213.55,306.06,265.6,154.48,234.91
167,11,167,106.47,213.3,306.34,264.56,154.8,234.75
168,11,168,106.29,212.87,305.76,263.94,154.81,234.33
169,11,169,106.48,213.1,305.26,264,154.29,234.15
170,11,170,106.38,212.85,305.6,264.23,154.15,234.19
171,11,171,106.33,212.46,306.52,264.33,154.14,234.34
172,11,172,106.41,212.71,307.1,264.6,154,234.57
173,11,173,106.44,212.96,305.71,265.41,153.68,234.41
174,11,174,106.45,212.29,306.92,265.75,153.35,234.54
175,11,175,106.27,211.88,307.48,265.17,153.11,234.37
176,11,176,106.32,211.64,307.3,265.04,153.4,234.31
177,11,177,106.36,211.87,307.01,266.37,153.47,234.65
178,11,178,106.51,212.08,306.54,266.8,153.32,234.66
179,11,179,106.6,212.39,306.18,265.33,152.82,234.15
180,11,180,106.59,212.3,306.86,265.25,153.06,234.35
181,11,181,106.71,212.84,306.31,266.02,152.59,234.42
182,11,182,106.75,212.6,306.23,267.08,152.67,234.62
183,11,183,106.74,212.55,304.8,266.71,153,234.22
184,11,184,106.8,212.71,304.7,266.45,153.11,234.19
185,11,185,106.87,213.31,304.82,266.52,152.95,234.35
186,11,186,106.89,212.85,305.23,265.29,153.09,234.07
187,11,187,106.93,212.93,304.91,266.02,153.35,234.25
188,11,188,106.93,213.19,304.36,265.75,153.7,234.2
189,11,189,107.04,213.45,303.76,265.8,153.99,234.2
190,11,190,107.04,213.81,303.39,265.93,153.33,234.07
191,11,191,107.17,213.95,304.38,265.38,153.43,234.22
192,11,192,106.93,213.46,306.65,265.83,153.5,234.81
193,11,193,106.93,213.29,306.27,266.5,153.85,234.92
194,11,194,106.98,213.12,305.26,265.2,153.69,234.26
195,11,195,107,213.27,304.48,266.07,153.54,234.29
196,11,196,107,213.66,304.63,266.92,153.16,234.53
197,11,197,106.97,213.95,304.64,265.28,152.94,234.13
198,11,198,107.1,214.61,304.79,265.04,153.15,234.33
199,11,199,107.16,214.92,304.97,266.58,153,234.8
200,11,200,107.13,214.74,304.51,265.86,152.59,234.37
201,11,201,107.15,215.06,305.55,266,152.83,234.78
202,11,202,107.01,215.02,305.87,265.33,152.84,234.68
203,11,203,107.02,215.17,306.31,266.29,152.52,234.99
204,11,204,107.08,214.93,306.36,265.72,152.65,234.83
205,11,205,107.06,214.84,305.97,266.29,152.53,234.82
206,11,206,106.96,214.27,305.39,267.44,152.55,234.8
207,11,207,106.89,213.9,304.26,268.09,152.38,234.55
208,11,208,106.88,213.79,304.89,266.08,152.03,234.09
209,11,209,106.94,213.87,304.36,266.47,151.4,233.93
210,11,210,106.87,213.82,304.89,266.99,151.52,234.22
211,11,211,106.85,213.87,304.67,268.34,151.49,234.5
212,11,212,107,213.74,305.64,268.79,151.8,234.88
213,11,213,106.9,213.85,305.34,269.73,151.88,235.08
214,11,214,106.85,214.06,305.05,269.19,152.18,234.98
215,11,215,106.96,214.19,306.46,268.12,152.5,235.18
216,11,216,106.95,214.2,307.21,267.75,152.88,235.37
217,11,217,106.88,214.17,307.37,268.11,152.9,235.5
218,11,218,106.95,214.11,307.43,268.97,152.61,235.64
219,11,219,106.84,213.77,308.06,269.17,152.27,235.69
220,11,220,106.77,213.69,307.79,268.73,152.86,235.64
221,11,221,106.7,212.98,306.87,268.49,153.21,235.26
222,11,222,106.87,213.5,306.52,269.33,152.94,235.43
223,11,223,106.9,213.62,306.95,270.82,152.87,235.93
224,11,224,106.95,213.26,307.01,270.94,153.37,236.03
225,11,225,107.06,213.72,306.98,270,153.09,235.82
226,11,226,106.93,213.12,308.21,269.61,153.34,235.94
227,11,227,106.88,213.06,308.03,271.5,152.96,236.25
228,11,228,106.82,212.42,307.34,271.72,152.88,235.95
229,11,229,106.88,212.23,307.68,271.34,153.06,235.94
230,11,230,107.01,211.75,308.69,270.75,153.09,235.93
231,11,231,107.03,212.03,309.19,271.76,152.54,236.24
232,11,232,107.12,212.39,309.09,273.62,152.34,236.71
233,11,233,107.08,212.09,308.46,273.23,152.59,236.44
234,11,234,107.12,212.21,308.76,272.76,152.8,236.48
235,11,235,107.26,212.63,308.32,272.29,153.09,236.42
236,11,236,107.4,213.51,308.35,272.85,153.36,236.85
237,11,237,107.41,213.55,308.1,272.61,153.42,236.75
238,11,238,107.34,213.61,308.3,272.8,153.99,237.01
239,11,239,107.31,213.39,307.96,272.45,153.71,236.71
240,11,240,107.22,212.91,308.25,271.59,153.67,236.44
241,11,241,107.26,212.77,307.9,271.2,153.84,236.25
242,11,242,107.2,213.09,307.99,270.15,153.96,236.12
243,11,243,107.19,212.58,308.01,270.01,153.57,235.86
244,11,244,107.21,213.13,306.98,269.29,153.78,235.62
245,11,245,107.18,213.17,306.88,269.69,153.8,235.7
246,11,246,107.26,213.55,306.42,269.45,154.03,235.69
247,11,247,107.13,213.15,306.22,269.61,153.83,235.53
248,11,248,107.02,212.88,307.28,270.42,153.97,235.96
249,11,249,107.08,213.22,307.19,270.39,154.24,236.1
250,11,250,107.12,213.45,306.48,269.3,154.81,235.86
251,11,251,107.02,213.16,307.2,269.6,154.57,235.98
252,11,252,107.06,213.2,307.22,269.9,154.15,235.97
253,11,253,107.08,213.34,306.98,269.42,154.85,235.98
254,11,254,107.13,213.32,307.32,268.35,154.95,235.81
255,11,255,107.15,213.46,306.57,267.29,154.87,235.38
256,11,256,107.17,213.27,306.67,267.42,154.89,235.4
257,11,257,107.01,212.54,306.2,267.55,155.21,235.22
258,11,258,107.03,212.74,304.77,266.92,155.58,234.84
259,11,259,107.05,212.5,305.16,266.7,155.61,234.84
260,11,260,107.02,212.59,305.22,267.33,155.59,235.04
261,11,261,107.06,212.81,305.52,266.87,155.8,235.11
262,11,262,107.04,212.57,305.1,266.65,156.17,234.98
263,11,263,107.08,212.52,304.65,267.13,156.07,234.94
264,11,264,107.14,212.59,305.86,267.34,156.25,235.36
265,11,265,107.25,212.82,306.8,266.96,156.16,235.52
266,11,266,107.3,213.28,306.27,266.78,156.3,235.5
267,11,267,107.39,213.34,305.76,266.22,156.46,235.29
268,11,268,107.34,213.26,305.77,267.25,156.44,235.52
269,11,269,107.37,213.95,306.69,267.57,156.71,236.07
270,11,270,107.42,214.35,306.25,267.08,156.91,235.98
271,11,271,107.33,214.4,306.84,266.03,156.46,235.76
272,11,272,107.29,214.28,307.32,266.72,156.8,236.11
273,11,273,107.38,214.08,307.25,266.49,156.27,235.85
274,11,274,107.59,214.9,307.3,267.05,156.25,236.22
275,11,275,107.62,214.61,307.05,267.26,155.98,236.07
276,11,276,107.52,214.64,305.77,267.64,156.87,236.08
277,11,277,107.48,214.96,305.56,267.34,156.39,235.92
278,11,278,107.59,215.17,305.23,267.4,156.07,235.83
279,11,279,107.52,214.77,304.9,266.8,155.74,235.4
280,11,280,107.28,214.57,305.02,266.63,155.37,235.26
281,11,281,107.27,214.49,305,266.81,155.21,235.25
282,11,282,107.31,214.3,305.53,267.12,155.19,235.39
283,11,283,107.32,214.08,305.63,269.48,155.25,235.98
284,11,284,107.37,214.16,305.5,268.83,154.98,235.76
285,11,285,107.41,214.1,304.76,268.59,154.59,235.39
286,11,286,107.43,214.06,305.37,268.81,154.62,235.59
287,11,287,107.57,214.24,306.12,269.66,153.85,235.85
288,11,288,107.62,214.2,306.4,269.38,153.74,235.81
289,11,289,107.65,214.11,305.49,270.12,154.06,235.82
290,11,290,107.84,214.44,305.03,269.88,154.2,235.77
291,11,291,107.81,214.39,306.31,271.39,154.4,236.51
292,11,292,107.68,214.43,307.44,271.09,155.17,236.92
293,11,293,107.74,214.12,308.42,272.41,155.3,237.45
294,11,294,107.88,214.05,307.58,271.96,155.5,237.17
295,11,295,107.95,214.32,308.63,272,155.52,237.52
296,11,296,107.96,214.18,309.28,273.02,155.73,237.94
297,11,297,107.76,213.79,308.54,273.04,155.57,237.61
298,11,298,107.76,213.55,307.51,272.83,155.16,237.13
299,11,299,107.83,213.56,307.07,273.17,154.46,236.94
300,11,300,108.03,213.82,309.05,273.35,154.76,237.63
301,11,301,108.02,214.18,309.52,272.59,154.54,237.6
302,11,302,108.08,214.26,310.48,272.58,154.5,237.84
303,11,303,108.25,215.19,310.2,272.76,155.15,238.2
304,11,304,108.14,214.55,310.14,272.26,155.66,238.03
305,11,305,108.07,214.51,309.96,271.55,155.41,237.74
306,11,306,108.17,214.72,309.07,270.21,155.95,237.38
307,11,307,108.2,214.85,308.56,270.51,155.52,237.24
308,11,308,108.28,214.69,309.44,270.05,155.45,237.28
309,11,309,108.24,214.47,310.47,269.75,155.5,237.42
310,11,310,108.13,214.17,310.3,269.84,155.35,237.28
311,11,311,107.98,214.4,309.38,269.79,155.15,237.06
312,11,312,107.96,214.39,309.22,269.62,155.46,237.06
313,11,313,107.95,214.44,310.55,268.41,155.71,237.16
314,11,314,107.94,214.15,310.83,268.25,155.69,237.13
315,11,315,107.9,213.93,311.34,268,156.12,237.26
316,11,316,107.82,213.94,310.52,267.26,155.96,236.83
317,11,317,107.82,214.25,310.51,267.93,156.28,237.15
318,11,318,107.7,214.77,310.33,268.1,155.96,237.19
319,11,319,107.59,214.08,310.12,269.35,156.1,237.32
320,11,320,107.71,214.58,309.99,269.46,156.18,237.45
321,11,321,107.81,215.31,309.79,270.19,156.68,237.91
322,11,322,107.89,215.45,310.83,270.15,156.68,238.21
323,11,323,108.01,215.73,311.19,270.42,156.65,238.44
324,11,324,107.99,215.71,311.78,269.71,156.73,238.42
325,11,325,107.95,215.38,312.1,268.76,156.92,238.22
326,11,326,107.78,214.62,312.25,269.24,156.88,238.18
327,11,327,107.69,214.66,312.23,269.19,156.46,238.07
328,11,328,107.71,214.53,312.95,269.43,156.53,238.29
329,11,329,107.59,213.61,313.66,269.3,156.63,238.23
330,11,330,107.71,214.04,313.46,271.43,156.73,238.86
331,11,331,107.65,213.95,313.13,272.04,157.04,238.99
332,11,332,107.62,213.71,312.59,271.51,157.47,238.77
333,11,333,107.58,213.09,311.56,272.2,157.19,238.47
334,11,334,107.59,213.38,311.31,271.57,157.01,238.3
335,11,335,107.56,213.14,311.02,271.42,156.62,238.03
336,11,336,107.54,212.77,311.94,270.99,156.57,238.05
337,11,337,107.56,213.22,311.86,269.99,156.36,237.84
338,11,338,107.43,213.09,312.08,270.8,155.88,237.94
339,11,339,107.4,212.87,311.43,271.55,155.49,237.8
340,11,340,107.35,213.03,311.92,270.84,155.78,237.85
341,11,341,107.75,214.12,312.85,271.24,155.75,238.45
342,11,342,107.61,213.87,311.51,271.12,155.77,238.03
343,11,343,107.6,214.12,310.83,271.7,155.86,238.09
344,11,344,107.5,213.79,311.18,272.29,155.91,238.25
345,11,345,107.61,214.43,311.47,272.13,156.36,238.56
346,11,346,107.65,214.65,312.2,271.88,156.33,238.73
347,11,347,107.72,214.35,312.47,272.81,156,238.88
348,11,348,107.82,214.66,312.86,273.35,156.45,239.29
349,11,349,107.8,214.36,312.25,272.65,156.43,238.86
350,11,350,107.63,213.84,310.64,272.58,156.14,238.25
351,11,351,107.72,214.42,310.98,271.69,156.21,238.29
352,11,352,107.84,215.56,311.29,270.76,156.13,238.41
353,11,353,107.88,215.47,310.51,270.53,156.09,238.14
354,11,354,107.91,215.29,309.39,269.76,156.24,237.65
355,11,355,107.98,215.14,309.24,270.47,155.69,237.6
356,11,356,107.9,215.38,308.19,271.62,155.82,237.71
357,11,357,107.83,215.65,308.43,271.13,155.45,237.62
358,11,358,107.82,215.97,308.86,270.62,155.41,237.66
359,11,359,107.91,216.48,309.59,269.92,155.38,237.79
360,11,360,108.01,216.37,309.89,268.69,155.59,237.58
361,11,361,108.1,216.24,309.1,269.03,155.35,237.37
362,11,362,108.12,216.1,309.81,268.39,155.12,237.29
363,11,363,108.03,216.18,309.38,267.87,154.87,237.02
364,11,364,108.11,216.44,308.89,267.61,154.42,236.81
365,11,365,108.2,216.45,309.28,268.03,154.47,237.02
366,11,366,108.26,216.43,309.78,267.38,154.45,236.98
367,11,367,108.24,216.26,310.03,267.37,155.02,237.15
368,11,368,108.32,216.44,310.5,267.58,155.24,237.42
369,11,369,108.34,216.11,310.76,266.82,155.68,237.32
370,11,370,108.4,216.26,310.48,268.27,155.81,237.68
371,11,371,108.41,216.15,311.16,268.99,155.84,238.03
372,11,372,108.38,216.48,310.99,269.6,156.66,238.41
373,11,373,108.46,216.87,311.46,269.42,157.36,238.76
374,11,374,108.45,216.97,311.04,270.34,157.72,239.01
375,11,375,108.44,216.64,311.56,269.79,157.13,238.77
376,11,376,108.36,216.7,311.68,270.24,157.37,239.01
377,11,377,108.52,217.35,312.1,269.49,157.06,239.01
378,11,378,108.48,217.09,312.2,270.03,156.66,239
379,11,379,108.45,216.67,311.55,269.92,156.13,238.58
380,11,380,108.39,216.55,311.45,270.07,155.99,238.54
381,11,381,108.43,216.8,311.2,269.02,156.35,238.36
382,11,382,108.5,217.15,311.93,268.96,155.83,238.49
383,11,383,108.34,216.6,312.1,268.34,156.45,238.39
384,11,384,108.39,216.46,312.53,268.87,156.09,238.5
385,11,385,108.27,216.11,313.96,269.03,156.09,238.8
386,11,386,108.16,215.8,313.6,268.64,156.33,238.59
387,11,387,108.02,215.36,314.23,269.38,156.44,238.85
388,11,388,107.98,215.36,314.02,269.78,156.79,238.99
389,11,389,107.98,215.26,313.05,270.14,156.91,238.84
390,11,390,108.05,214.83,312.29,269.55,156.56,238.31
0,12,0,106.07,214.7,314.99,265.09,155.25,237.51
1,12,1,106.08,214.38,314.79,264.58,155.46,237.31
2,12,2,106.11,214.32,315.68,264.18,155.45,237.42
3,12,3,105.96,213.8,314.66,264.23,155.47,237.06
4,12,4,106.19,214.34,315.04,263.17,155.64,237.08
5,12,5,106.27,214.12,315.76,263.16,156.04,237.3
6,12,6,106.27,214.21,315.44,262.93,156.24,237.24
7,12,7,106.28,214.1,316.01,262.8,156.44,237.4
8,12,8,106.33,214.31,315.95,261.77,157.14,237.36
9,12,9,106.28,213.99,315.38,262.37,156.59,237.14
10,12,10,106.37,214.46,315.32,263.3,156.6,237.48
11,12,11,106.41,214.43,315.1,262.97,157.39,237.52
12,12,12,106.35,214.03,315.13,263.29,157.25,237.48
13,12,13,106.3,213.95,315.46,263.83,157.02,237.62
14,12,14,106.13,214,314.85,263.48,156.94,237.38
15,12,15,106.2,213.88,314.46,264.17,156.74,237.37
16,12,16,106.16,213.5,314.19,264.1,157.54,237.39
17,12,17,106.14,213.75,314.08,263.78,157.52,237.35
18,12,18,106.14,214.06,314.39,263.58,157.5,237.46
